บันทึกแล้ว,Stat,    งวด,Unnamed: 3,ผู้ใช้,G/L,กลับรายการ,เลขเอกสาร,Pstng Date,ว/ทเอกสาร,ประเภท,ศ.เงินทุน,ศ.ต้นทุน,Bus. Process,ผลิตภัณฑ์/,Carrier/Op,เซกเมนต์,ศูนย์กำไร,BP,    Amt in loc.cur.,Tx,ข้อความ,ส/ท ซ่อม,SNoซ,วัสดุ,เงื่อนไข1,เงื่อนไข2
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1H00003,1H00000,,,,19303,,,"11,409.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1H00003,1H00003,,,,19303,,,"17,898.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1H10100,1H10102,,,,19303,,,"2,939.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1H10100,1H10105,,,,19303,,,"89,769.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1H10100,1H10106,,,,19303,,,703.5,,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1H10100,1H10107,,,,19303,,,"1,746.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1H10100,1H10109,,,,19303,,,"3,460.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1H10200,1H10202,,,,19303,,,"2,698.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1H10200,1H10203,,,,19303,,,981.01,,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1H10200,1H10205,,,,19303,,,"26,887.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1H10200,1H10206,,,,19303,,,"6,185.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1H10200,1H10207,,,,19303,,,"35,811.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1H10200,1H10209,,,,19303,,,"28,562.50",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1H10200,1H10211,,,,19303,,,"5,593.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1H10200,1H10212,,,,19303,,,"49,255.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1H10200,1H10216,,,,19303,,,"8,290.20",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1J10400,1J10401,,,,19303,,,"5,949.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1J10400,1J10404,,,,19303,,,"14,768.25",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1J10400,1J10405,,,,19303,,,"13,075.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1J10400,1J10407,,,,19303,,,730,,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1J10400,1J10408,,,,19303,,,"12,624.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1J10400,1J10409,,,,19303,,,"12,639.75",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1J10400,1J10410,,,,19303,,,"5,182.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1J10400,1J10411,,,,19303,,,"24,177.50",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1J10400,1J10412,,,,19303,,,"18,369.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1J10400,1J10413,,,,19303,,,"35,147.50",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1J60100,1J60102,,,,19303,,,"4,870.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1J60100,1J60111,,,,19303,,,"1,509.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1J60300,1J60300,,,,19303,,,"8,034.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1J60300,1J60304,,,,19303,,,"5,574.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1J60500,1J60502,,,,19303,,,"1,054.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1J60500,1J60504,,,,19303,,,"4,307.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1J60500,1J60505,,,,19303,,,"1,065.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1P00100,1P00102,,,,19303,,,"3,251.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1P00100,1P00110,,,,19303,,,"14,400.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1P00100,1P00115,,,,19303,,,"8,391.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1P10200,1P10204,,,,19303,,,"4,751.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1P10200,1P10207,,,,19303,,,"3,347.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1P10200,1P10213,,,,19303,,,"15,800.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1P10200,1P10215,,,,19303,,,"66,718.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1P10400,1P10401,,,,19303,,,"7,236.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1P10400,1P10402,,,,19303,,,"1,156.20",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1P10400,1P10403,,,,19303,,,"2,732.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1P10400,1P10405,,,,19303,,,"7,140.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1P10500,1P10500,,,,19303,,,"1,264.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1P10500,1P10502,,,,19303,,,"10,416.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1P10500,1P10503,,,,19303,,,"2,360.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1P10500,1P10504,,,,19303,,,"24,213.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1P10500,1P10505,,,,19303,,,950,,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1P10500,1P10508,,,,19303,,,"20,664.30",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1P20100,1P20103,,,,19303,,,"1,995.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1P20100,1P20105,,,,19303,,,"2,935.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1P20100,1P20110,,,,19303,,,"21,407.50",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1P20100,1P20111,,,,19303,,,"26,550.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1P20200,1P20205,,,,19303,,,"3,000.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1P20200,1P20212,,,,19303,,,"54,280.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,1W00001,1W00001,,,,19303,,,"28,534.75",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,2O20100,2O20100,,,,19303,,,"1,810.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,2O30300,2O30305,,,,19303,,,"1,450.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,2P10200,2P10201,,,,19303,,,"9,289.50",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,2P10200,2P10203,,,,19303,,,"16,800.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,2P10200,2P10204,,,,19303,,,"3,325.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,2Q10001,2Q10005,,,,19303,,,120,,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,2Q10204,2Q10204,,,,19303,,,560,,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,2Q10205,2Q10205,,,,19303,,,950,,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,2Q20001,2Q20006,,,,19303,,,"1,150.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,2Q20102,2Q20102,,,,19303,,,"54,286.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,2Q20104,2Q20104,,,,19303,,,"2,391.50",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,2Q20202,2Q20202,,,,19303,,,960,,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,2Q30102,2Q30102,,,,19303,,,"3,298.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,2Q30107,2Q30107,,,,19303,,,"8,351.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,2Q30207,2Q30207,,,,19303,,,"8,918.50",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,2R10001,2R10005,,,,19303,,,"7,038.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,2R10001,2R10006,,,,19303,,,"3,543.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,2R10107,2R10107,,,,19303,,,675,,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,2R10110,2R10110,,,,19303,,,"12,779.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,2R10111,2R10111,,,,19303,,,"3,427.40",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,2R10200,2R10200,,,,19303,,,"2,806.77",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,2R10202,2R10202,,,,19303,,,"4,570.21",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,2R10203,2R10203,,,,19303,,,876.5,,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,2R10209,2R10209,,,,19303,,,150,,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,2R10210,2R10210,,,,19303,,,"3,160.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,2R20001,2R20005,,,,19303,,,"37,242.70",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
29.04.2024,ต-ค่ารักษาพยาบาล-พนักงาน,5,,HHRM0604,51602104,,8800000057,09.05.2024,09.05.2024,HR,2R20001,2R20006,,,,19303,,,"8,644.00",,5401-ค่ารักษาพยาบาล,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
